"ciudad";"idprovincia";"codeid";"latitude";"longitude"
"Apozol";"617";"";"21.4772";"-103.0108"
"Apulco";"617";"";"21.5092";"-103.1027"
"Atolinga";"617";"";"21.7969";"-103.2347"
"Benito Juárez";"617";"";"19.385";"-99.165"
"Calera";"617";"";"23.7797";"-103.3971"
"Cañitas de Felipe Pescador";"617";"";"23.6333";"-103.2333"
"Concepción del Oro";"617";"";"24.6333";"-101.4167"
"Cuauhtémoc";"617";"";"28.4058";"-106.8636"
"Chalchihuites";"617";"";"23.4872";"-103.8820"
"Fresnillo";"617";"";"23.1710";"-102.8614"
"Trinidad García de la Cadena";"617";"";"21.489816";"-103.307129"
"Genaro Codina";"617";"";"22.7569";"-102.5832"
"General Enrique Estrada";"617";"";"24.0150";"-103.7170"
"General Francisco R. Murguía";"617";"";"23.8315";"-103.0204"
"El Plateado de Joaquín Amaro";"617";"";"22.5495";"-103.3097"
"General Pánfilo Natera";"617";"";"22.6231";"-101.8520"
"Guadalupe";"617";"";"25.6768";"-100.2595"
"Huanusco";"617";"";"21.7781";"-103.2340"
"Jalpa";"617";"";"21.6366";"-102.9757"
"Jerez";"617";"";"22.6448";"-103.0074"
"Jiménez del Teul";"617";"";"23.3833";"-103.7333"
"Juan Aldama";"617";"";"24.2908";"-103.3932"
"Juchipila";"617";"";"21.4218";"-103.1335"
"Loreto";"617";"";"26.0112";"-111.3477"
"Luis Moya";"617";"";"22.9617";"-102.583"
"Mazapil";"617";"";"23.976037";"-101.514125"
"Melchor Ocampo";"617";"";"19.7082";"-99.1343"
"Mezquital del Oro";"617";"";"21.3247";"-103.5906"
"Miguel Auza";"617";"";"24.2881";"-103.4965"
"Momax";"617";"";"21.9341";"-103.0239"
"Monte Escobedo";"617";"";"22.2869";"-103.419"
"Morelos";"617";"";"18.6813";"-99.1013"
"Moyahua de Estrada";"617";"";"21.5149";"-103.0270"
"Nochistlán de Mejía";"617";"";"21.3692";"-102.8572"
"Noria de Ángeles";"617";"";"22.2322";"-101.4142"
"Ojocaliente";"617";"";"22.5728";"-102.2522"
"Pánuco";"617";"";"22.059";"-98.189"
"Pinos";"617";"";"22.2995";"-101.5767"
"Río Grande";"617";"";"23.8357";"-103.0245"
"Sain Alto";"617";"";"23.5833";"-103.2500"
"El Salvador";"617";"";"13.6929";"-89.2182"
"Sombrerete";"617";"";"23.6370";"-103.6376"
"Susticacán";"617";"";"21.616667";"-103.066667"
"Tabasco";"617";"";"17.8409";"-92.6189"
"Tepechitlán";"617";"";"21.5667";"-103.5167"
"Tepetongo";"617";"";"22.5889";"-103.4189"
"Teúl de González Ortega";"617";"";"21.4194";"-103.3064"
"Tlaltenango de Sánchez Román";"617";"";"21.7797";"-103.321"
"Valparaíso";"617";"";"22.7684";"-103.5095"
"Vetagrande";"617";"";"22.9369";"-102.5854"
"Villa de Cos";"617";"";"23.6348";"-102.2462"
"Villa García";"617";"";"22.3381";"-101.9556"
"Villa González Ortega";"617";"";"22.5214";"-101.9162"
"Villa Hidalgo";"617";"";"21.6748";"-101.5382"
"Villanueva";"617";"";"22.3549";"-102.8819"
"Zacatecas";"617";"";"22.7709";"-102.5832"
"Trancoso";"617";"";"22.7361";"-102.3497"
"Santa María de la Paz";"617";"";"21.5092";"-103.3945"
"Sabanilla";"593";"";"17.0667";"-93.2667"
"Tuxtilla";"616";"";"18.2667";"-95.9833"
