"ciudad";"idprovincia";"codeid";"latitude";"longitude"
"Leticia";"468";"91001";"-4.2159";"-69.9406"
"El Encanto";"468";"91263";"1.5447";"-77.0146"
"La Chorrera";"468";"91405";"2.5933";"-78.0838"
"La Pedrera";"468";"91407";"1.3194";"-69.5797"
"La Victoria";"468";"91430";"4.4539";"-75.2147"
"Mirití - Paraná";"468";"91460";"-3.3203";"-70.2402"
"Puerto Alegría";"468";"91530";"-3.4256";"-70.3422"
"Puerto Arica";"468";"91536";"-3.3542";"-70.0744"
"Puerto Nariño";"468";"91540";"-3.7703";"-70.3837"
"Puerto Santander";"468";"91669";"8.3566";"-73.8536"
"Tarapacá";"468";"91798";"2.8767";"-75.2652"
"Medellín";"469";"5001";"6.2442";"-75.5812"
"Abejorral";"469";"5002";"5.7906";"-75.4206"
"Abriaquí";"469";"5004";"6.6272";"-76.0836"
"Alejandría";"469";"5021";"6.3686";"-75.1211"
"Amagá";"469";"5030";"6.0361";"-75.6989"
"Amalfi";"469";"5031";"6.9189";"-75.0739"
"Andes";"469";"5034";"5.6531";"-75.8746"
"Angelópolis";"469";"5036";"6.1504";"-75.8767"
"Angostura";"469";"5038";"6.8872";"-75.3207"
"Anorí";"469";"5040";"7.0339";"-74.9264"
"Santa Fé De Antioquia";"469";"5042";"6.5567";"-75.8197"
"Anzá";"469";"5044";"6.3208";"-76.0811"
"Apartadó";"469";"5045";"7.8808";"-76.6344"
"Arboletes";"469";"5051";"8.8550";"-76.4261"
"Argelia";"469";"5055";"5.7422";"-75.0962"
"Armenia";"469";"5059";"4.5339";"-75.6753"
"Barbosa";"469";"5079";"6.4483";"-75.1994"
"Belmira";"469";"5086";"6.6678";"-75.7597"
"Bello";"469";"5088";"6.3375";"-75.5590"
"Betania";"469";"5091";"5.7464";"-75.9772"
"Betulia";"469";"5093";"6.1525";"-75.9883"
"Ciudad Bolívar";"469";"5101";"5.8650";"-75.9889"
"Briceño";"469";"5107";"7.0744";"-75.7003"
"Buriticá";"469";"5113";"6.6178";"-76.0092"
"Cáceres";"469";"5120";"7.5883";"-74.4272"
"Caicedo";"469";"5125";"5.7814";"-75.8714"
"Caldas";"469";"5129";"6.0936";"-75.6358"
"Campamento";"469";"5134";"6.9858";"-74.7828"
"Cañasgordas";"469";"5138";"6.8131";"-76.2675"
"Caracolí";"469";"5142";"7.0247";"-74.5894"
"Caramanta";"469";"5145";"5.5475";"-75.7075"
"Carepa";"469";"5147";"7.7667";"-76.6458"
"El Carmen De Viboral";"469";"5148";"6.0839";"-75.3319"
"Carolina";"469";"5150";"1.6869";"-77.2621"
"Caucasia";"469";"5154";"7.9864";"-75.1983"
"Chigorodó";"469";"5172";"7.6667";"-76.6833"
"Cisneros";"469";"5190";"6.5522";"-75.2122"
"Cocorná";"469";"5197";"6.0861";"-75.1672"
"Concepción";"469";"5206";"6.4000";"-75.3333"
"Concordia";"469";"5209";"6.5358";"-75.8781"
"Copacabana";"469";"5212";"6.3472";"-75.5072"
"Dabeiba";"469";"5234";"7.0047";"-76.2658"
"Donmatías";"469";"5237";"6.5353";"-75.6522"
"Ebéjico";"469";"5240";"6.4308";"-75.7844"
"El Bagre";"469";"5250";"7.5953";"-74.7994"
"Entrerríos";"469";"5264";"6.5703";"-75.6483"
"Envigado";"469";"5266";"6.1769";"-75.5917"
"Fredonia";"469";"5282";"5.9256";"-75.6669"
"Frontino";"469";"5284";"6.7958";"-76.4447"
"Giraldo";"469";"5306";"6.8003";"-75.9056"
"Girardota";"469";"5308";"6.3425";"-75.4450"
"Gómez Plata";"469";"5310";"6.6842";"-75.4422"
"Granada";"469";"5313";"6.1419";"-75.1878"
"Guadalupe";"469";"5315";"6.8719";"-74.6944"
"Guarne";"469";"5318";"6.2861";"-75.4425"
"Guatapé";"469";"5321";"6.2314";"-75.1536"
"Heliconia";"469";"5347";"6.2814";"-75.7792"
"Hispania";"469";"5353";"5.8069";"-75.8822"
"Itagüí";"469";"5360";"6.1717";"-75.6117"
"Ituango";"469";"5361";"7.1717";"-75.9772"
"Jardín";"469";"5364";"5.5983";"-75.8194"
"Jericó";"469";"5368";"5.7856";"-75.7950"
"La Ceja";"469";"5376";"6.0314";"-75.4233"
"La Estrella";"469";"5380";"6.1572";"-75.6253"
"La Pintada";"469";"5390";"5.7458";"-75.6628"
"La Unión";"469";"5400";"5.9883";"-75.4239"
"Liborina";"469";"5411";"6.5894";"-75.7811"
"Maceo";"469";"5425";"7.0400";"-74.8069"
"Marinilla";"469";"5440";"6.1717";"-75.3364"
"Montebello";"469";"5467";"5.8719";"-75.6522"
"Murindó";"469";"5475";"6.8019";"-76.0222"
"Mutatá";"469";"5480";"7.2436";"-76.4353"
"Nariño";"469";"5483";"5.6081";"-75.1694"
"Necoclí";"469";"5490";"8.4217";"-76.7850"
"Nechí";"469";"5495";"8.0944";"-74.7828"
"Olaya";"469";"5501";"7.5172";"-75.2872"
"Peñol";"469";"5541";"6.2236";"-75.2125"
"Peque";"469";"5543";"7.0375";"-76.2511"
"Pueblorrico";"469";"5576";"5.7775";"-75.9600"
"Puerto Berrío";"469";"5579";"6.4925";"-74.4150"
"Puerto Nare";"469";"5585";"6.1658";"-74.7267"
"Puerto Triunfo";"469";"5591";"5.8808";"-74.5867"
"Remedios";"469";"5604";"7.0389";"-74.6717"
"Retiro";"469";"5607";"6.0561";"-75.5419"
"Rionegro";"469";"5615";"6.1475";"-75.3892"
"Sabanalarga";"469";"5628";"6.8814";"-75.3783"
"Sabaneta";"469";"5631";"6.1500";"-75.6167"
"Salgar";"469";"5642";"5.9644";"-75.9761"
"San Andrés De Cuerquía";"469";"5647";"6.9864";"-75.8103"
"San Carlos";"469";"5649";"6.1900";"-74.8594"
"San Francisco";"469";"5652";"5.9564";"-75.0575"
"San Jerónimo";"469";"5656";"6.4433";"-75.7544"
"San José De La Montaña";"469";"5658";"6.6686";"-75.7294"
"San Juan De Urabá";"469";"5659";"8.7492";"-76.5289"
"San Luis";"469";"5660";"6.0803";"-75.1583"
"San Pedro De Los Milagros";"469";"5664";"6.4219";"-75.4175"
"San Pedro De Urabá";"469";"5665";"8.2750";"-76.3753"
"San Rafael";"469";"5667";"6.2931";"-75.0297"
"San Roque";"469";"5670";"7.0033";"-75.1450"
"San Vicente Ferrer";"469";"5674";"6.3206";"-75.1975"
"Santa Bárbara";"469";"5679";"5.8814";"-75.6525"
"Santa Rosa De Osos";"469";"5686";"6.6594";"-75.4583"
"Santo Domingo";"469";"5690";"6.6106";"-75.3028"
"El Santuario";"469";"5697";"6.1389";"-75.3172"
"Segovia";"469";"5736";"7.0861";"-74.6975"
"Sonsón";"469";"5756";"5.7169";"-75.3092"
"Sopetrán";"469";"5761";"6.4503";"-75.8131"
"Támesis";"469";"5789";"5.6911";"-75.8053"
"Tarazá";"469";"5790";"7.4861";"-75.8050"
"Tarso";"469";"5792";"5.8472";"-75.8236"
"Titiribí";"469";"5809";"6.0733";"-75.8033"
"Toledo";"469";"5819";"7.0000";"-75.6833"
"Turbo";"469";"5837";"8.1003";"-76.7428"
"Uramita";"469";"5842";"6.9150";"-76.1681"
"Urrao";"469";"5847";"5.6881";"-76.3175"
"Valdivia";"469";"5854";"7.2392";"-75.4286"
"Valparaíso";"469";"5856";"5.6458";"-75.6211"
"Vegachí";"469";"5858";"7.0828";"-74.8372"
"Venecia";"469";"5861";"5.9631";"-75.8550"
"Vigía Del Fuerte";"469";"5873";"6.5764";"-76.8933"
"Yalí";"469";"5885";"7.0017";"-75.9472"
"Yarumal";"469";"5887";"7.0042";"-75.4231"
"Yolombó";"469";"5890";"7.0103";"-75.3131"
"Yondó";"469";"5893";"7.0094";"-74.1267"
"Zaragoza";"469";"5895";"7.4861";"-74.8125"
"Arauca";"470";"81001";"7.0908";"-70.7617"
"Arauquita";"470";"81065";"6.9256";"-71.2683"
"Cravo Norte";"470";"81220";"6.2992";"-70.2022"
"Fortul";"470";"81300";"6.7489";"-71.7544"
"Puerto Rondón";"470";"81591";"6.2725";"-71.0953"
"Saravena";"470";"81736";"6.9522";"-71.8761"
"Tame";"470";"81794";"6.4619";"-71.7319"
"Barranquilla";"471";"8001";"10.9639";"-74.7964"
"Baranoa";"471";"8078";"10.7919";"-74.9117"
"Campo De La Cruz";"471";"8137";"10.3764";"-74.9878"
"Candelaria";"471";"8141";"10.4536";"-74.1892"
"Galapa";"471";"8296";"10.8906";"-74.8983"
"Juan De Acosta";"471";"8372";"10.8303";"-75.0172"
"Luruaco";"471";"8421";"10.7264";"-75.1625"
"Malambo";"471";"8433";"10.8553";"-74.7742"
"Manatí";"471";"8436";"10.6325";"-74.2644"
"Palmar De Varela";"471";"8520";"10.7378";"-74.7592"
"Piojó";"471";"8549";"10.7794";"-75.0914"
"Polonuevo";"471";"8558";"10.6428";"-74.8761"
"Ponedera";"471";"8560";"10.6439";"-74.7631"
"Puerto Colombia";"471";"8573";"10.9872";"-74.9544"
"Repelón";"471";"8606";"10.4189";"-75.1033"
"Sabanagrande";"471";"8634";"10.7992";"-74.7636"
"Sabanalarga";"471";"8638";"10.6317";"-74.9144"
"Santa Lucía";"471";"8675";"10.2697";"-74.9578"
"Santo Tomás";"471";"8685";"10.7925";"-74.7567"
"Soledad";"471";"8758";"10.9186";"-74.7642"
"Suan";"471";"8770";"10.4492";"-74.9078"
"Tubará";"471";"8832";"10.8792";"-74.9583"
"Usiacurí";"471";"8849";"10.6747";"-74.9789"
"Bogotá D.C.";"472";"11001";"4.7100";"-74.0721"
"Cartagena De Indias";"473";"13001";"10.3997";"-75.5144"
"Achí";"473";"13006";"8.8156";"-74.6258"
"Altos Del Rosario";"473";"13030";"8.8475";"-74.2683"
"Arenal";"473";"13042";"8.5350";"-73.9836"
"Arjona";"473";"13052";"10.2536";"-75.3425"
"Arroyohondo";"473";"13062";"10.1597";"-75.3336"
"Barranco De Loba";"473";"13074";"8.8944";"-74.1647"
"Calamar";"473";"13140";"10.2517";"-74.9142"
"Cantagallo";"473";"13160";"7.3819";"-74.4025"
"Cicuco";"473";"13188";"9.2314";"-74.6286"
"Córdoba";"473";"13212";"9.6294";"-74.8442"
"Clemencia";"473";"13222";"10.5436";"-75.4056"
"El Carmen De Bolívar";"473";"13244";"9.7203";"-75.1222"
"El Guamo";"473";"13248";"9.1947";"-74.7614"
"El Peñón";"473";"13268";"6.0361";"-72.6667"
"Hatillo De Loba";"473";"13300";"8.9247";"-73.8753"
"Magangué";"473";"13430";"9.2400";"-74.7533"
"Mahates";"473";"13433";"10.2033";"-75.1492"
"Margarita";"473";"13440";"9.1650";"-74.1547"
"María La Baja";"473";"13442";"9.9736";"-75.2144"
"Montecristo";"473";"13458";"8.2361";"-74.5761"
"Mompós";"473";"13468";"9.2411";"-74.4275"
"Morales";"473";"13473";"8.2756";"-73.9194"
"Norosí";"473";"13490";"8.4050";"-74.1792"
"Pinillos";"473";"13549";"8.8167";"-74.2500"
"Regidor";"473";"13580";"8.5094";"-73.9403"
"Río Viejo";"473";"13600";"8.5319";"-74.2736"
"San Cristóbal";"473";"13620";"8.5178";"-74.2789"
"San Estanislao";"473";"13647";"10.3361";"-75.1475"
"San Fernando";"473";"13650";"8.9006";"-73.7942"
"San Jacinto";"473";"13654";"9.8317";"-75.0939"
"San Jacinto Del Cauca";"473";"13655";"8.7653";"-74.4397"
"San Juan Nepomuceno";"473";"13657";"9.9519";"-75.0131"
"San Martín De Loba";"473";"13667";"8.9586";"-73.7631"
"San Pablo";"473";"13670";"9.0314";"-74.7661"
"Santa Catalina";"473";"13673";"10.6194";"-75.2889"
"Santa Rosa";"473";"13683";"10.2594";"-74.9511"
"Santa Rosa Del Sur";"473";"13688";"7.9722";"-74.0525"
"Simití";"473";"13744";"7.9544";"-73.9506"
"Soplaviento";"473";"13760";"10.6286";"-75.1414"
"Talaigua Nuevo";"473";"13780";"9.6539";"-74.7931"
"Tiquisio";"473";"13810";"7.9486";"-74.1667"
"Turbaco";"473";"13836";"10.3278";"-75.4086"
"Turbaná";"473";"13838";"10.2503";"-75.4297"
"Villanueva";"473";"13873";"10.4078";"-73.2536"
"Zambrano";"473";"13894";"9.7422";"-74.4283"
"Nuevo Colón";"474";"15494";"5.3428";"-73.3067"
"Oicatá";"474";"15500";"5.5572";"-73.2875"
"Otanche";"474";"15507";"5.8414";"-74.4044"
"Pachavita";"474";"15511";"5.5561";"-73.3506"
"Páez";"474";"15514";"5.3767";"-74.6014"
"Paipa";"474";"15516";"5.7819";"-73.1167"
"Pajarito";"474";"15518";"5.7128";"-73.2594"
"Panqueba";"474";"15522";"6.2594";"-72.6525"
"Pauna";"474";"15531";"5.8539";"-74.1064"
"Paya";"474";"15533";"5.5100";"-74.2219"
"Paz De Río";"474";"15537";"5.6919";"-73.0681"
"Pesca";"474";"15542";"5.5647";"-73.0500"
"Pisba";"474";"15550";"6.5167";"-72.6206"
"Puerto Boyacá";"474";"15572";"6.1964";"-74.6603"
"Quípama";"474";"15580";"5.6269";"-74.5164"
"Ramiriquí";"474";"15599";"5.5708";"-73.5281"
"Ráquira";"474";"15600";"5.5275";"-73.6556"
"Rondón";"474";"15621";"5.4800";"-73.4744"
"Saboyá";"474";"15632";"5.6922";"-73.5522"
"Sáchica";"474";"15638";"5.6897";"-73.4542"
"Samacá";"474";"15646";"5.6317";"-73.6333"
"San Eduardo";"474";"15660";"5.5969";"-73.4261"
"San José De Pare";"474";"15664";"5.6733";"-73.5808"
"San Luis De Gaceno";"474";"15667";"5.4081";"-73.1881"
"San Mateo";"474";"15673";"5.6511";"-73.4703"
"San Miguel De Sema";"474";"15676";"5.3567";"-73.1200"
"San Pablo De Borbur";"474";"15681";"5.8758";"-74.4444"
"Santana";"474";"15686";"5.9367";"-73.8517"
"Santa María";"474";"15690";"5.8372";"-73.5900"
"Santa Rosa De Viterbo";"474";"15693";"5.8333";"-73.3753"
"Santa Sofía";"474";"15696";"5.2889";"-73.3508"
"Sativanorte";"474";"15720";"6.1847";"-72.9617"
"Sativasur";"474";"15723";"6.0783";"-73.0253"
"Siachoque";"474";"15740";"5.7275";"-73.5344"
"Soatá";"474";"15753";"6.2983";"-72.6689"
"Socotá";"474";"15755";"6.3044";"-72.9744"
"Socha";"474";"15757";"5.9864";"-72.7789"
"Sogamoso";"474";"15759";"5.7192";"-72.9292"
"Somondoco";"474";"15761";"5.6622";"-73.4994"
"Sora";"474";"15762";"5.6814";"-73.3547"
"Sotaquirá";"474";"15763";"5.7114";"-73.2919"
"Soracá";"474";"15764";"5.6928";"-73.4389"
"Susacón";"474";"15774";"6.1592";"-72.6853"
"Sutamarchán";"474";"15776";"5.7056";"-73.4072"
"Sutatenza";"474";"15778";"5.0481";"-73.3647"
"Tasco";"474";"15790";"5.9575";"-73.0325"
"Tenza";"474";"15798";"5.1194";"-73.0569"
"Tibaná";"474";"15804";"5.3986";"-74.4714"
"Tibasosa";"474";"15806";"5.6869";"-72.9861"
"Tinjacá";"474";"15808";"5.5917";"-73.3436"
"Tipacoque";"474";"15810";"6.3586";"-72.6525"
"Toca";"474";"15814";"5.9647";"-73.4033"
"Togüí";"474";"15816";"5.8772";"-73.5078"
"Tópaga";"474";"15820";"5.6897";"-72.9164"
"Tota";"474";"15822";"5.5378";"-72.9956"
"Tununguá";"474";"15832";"5.6969";"-73.2267"
"Turmequé";"474";"15835";"5.2689";"-73.4967"
"Tuta";"474";"15837";"5.6508";"-73.0631"
"Tutazá";"474";"15839";"6.3025";"-72.9667"
"Úmbita";"474";"15842";"5.4192";"-73.3206"
"Ventaquemada";"474";"15861";"5.2594";"-73.7097"
"Viracachá";"474";"15879";"5.4544";"-73.3428"
"Zetaquira";"474";"15897";"5.3703";"-73.3392"
"Tunja";"474";"15001";"5.5353";"-73.3678"
"Almeida";"474";"15022";"5.7406";"-73.3300"
"Aquitania";"474";"15047";"5.5242";"-72.9917"
"Arcabuco";"474";"15051";"5.7467";"-73.3850"
"Belén";"474";"15087";"5.9617";"-73.8806"
"Berbeo";"474";"15090";"5.5386";"-73.4136"
"Betéitiva";"474";"15092";"5.9258";"-72.9694"
"Boavita";"474";"15097";"6.2939";"-72.6486"
"Boyacá";"474";"15104";"5.6089";"-73.2869"
"Briceño";"474";"15106";"6.4706";"-72.6875"
"Buenavista";"474";"15109";"5.7997";"-73.6644"
"Busbanzá";"474";"15114";"6.4692";"-72.8042"
"Caldas";"474";"15131";"5.5189";"-73.7092"
"Campohermoso";"474";"15135";"5.5425";"-73.5019"
"Cerinza";"474";"15162";"6.4619";"-72.9558"
"Chinavita";"474";"15172";"5.6100";"-73.4400"
"Chiquinquirá";"474";"15176";"5.6181";"-73.8150"
"Chiscas";"474";"15180";"6.5481";"-72.6889"
"Chita";"474";"15183";"6.1906";"-72.6461"
"Chitaraque";"474";"15185";"6.1756";"-72.6525"
"Chivatá";"474";"15187";"5.6036";"-73.5025"
"Ciénega";"474";"15189";"5.3861";"-73.3314"
"Cómbita";"474";"15204";"5.7864";"-73.1633"
"Coper";"474";"15212";"5.8519";"-73.3664"
"Corrales";"474";"15215";"5.6481";"-73.1428"
"Covarachía";"474";"15218";"6.4869";"-72.6147"
"Cubará";"474";"15223";"6.8983";"-72.7878"
"Cucaita";"474";"15224";"5.6333";"-73.2500"
"Cuítiva";"474";"15226";"5.6094";"-72.9842"
"Chíquiza";"474";"15232";"5.6653";"-72.9269"
"Chivor";"474";"15236";"5.3917";"-73.3042"
"Duitama";"474";"15238";"5.8283";"-73.0350"
"El Cocuy";"474";"15244";"6.4167";"-72.4167"
"El Espino";"474";"15248";"5.7500";"-72.9167"
"Firavitoba";"474";"15272";"5.7064";"-73.0072"
"Floresta";"474";"15276";"5.8867";"-72.8964"
"Gachantivá";"474";"15293";"5.7667";"-73.3167"
"Gámeza";"474";"15296";"5.7653";"-73.2097"
"Garagoa";"474";"15299";"5.0833";"-73.3500"
"Guacamayas";"474";"15317";"6.3486";"-72.6453"
"Guateque";"474";"15322";"5.1522";"-73.5972"
"Guayatá";"474";"15325";"5.4083";"-73.3083"
"Güicán De La Sierra";"474";"15332";"6.3625";"-72.4092"
"Iza";"474";"15362";"5.6161";"-72.9786"
"Jenesano";"474";"15367";"5.2042";"-73.4742"
"Jericó";"474";"15368";"5.7675";"-73.5244"
"Labranzagrande";"474";"15377";"5.7878";"-73.1036"
"La Capilla";"474";"15380";"5.2089";"-73.4356"
"La Victoria";"474";"15401";"5.2672";"-73.6347"
"La Uvita";"474";"15403";"5.3886";"-73.3092"
"Villa De Leyva";"474";"15407";"5.6361";"-73.5303"
"Macanal";"474";"15425";"5.3958";"-73.1164"
"Maripí";"474";"15442";"5.5175";"-74.1222"
"Miraflores";"474";"15455";"5.1972";"-73.3178"
"Mongua";"474";"15464";"5.7172";"-72.8956"
"Monguí";"474";"15466";"5.7167";"-72.9167"
"Moniquirá";"474";"15469";"5.8733";"-73.5978"
"Motavita";"474";"15476";"5.6006";"-73.3925"
"Muzo";"474";"15480";"5.5314";"-74.1025"
"Nobsa";"474";"15491";"5.7725";"-72.9467"
"Manizales";"475";"17001";"5.0689";"-75.5174"
"Aguadas";"475";"17013";"5.6161";"-75.4586"
"Anserma";"475";"17042";"5.2500";"-75.8167"
"Aranzazu";"475";"17050";"5.2833";"-75.3333"
"Belalcázar";"475";"17088";"4.9828";"-75.7322"
"Chinchiná";"475";"17174";"4.9828";"-75.6917"
"Filadelfia";"475";"17272";"5.2947";"-75.7442"
"La Dorada";"475";"17380";"5.4567";"-74.6633"
"La Merced";"475";"17388";"5.3833";"-75.1000"
"Manzanares";"475";"17433";"5.2322";"-75.1708"
"Marmato";"475";"17442";"5.5736";"-75.6447"
"Marquetalia";"475";"17444";"5.2917";"-75.4942"
"Marulanda";"475";"17446";"5.2764";"-75.1692"
"Neira";"475";"17486";"5.1833";"-75.5278"
"Norcasia";"475";"17495";"5.7039";"-74.8978"
"Pácora";"475";"17513";"5.5417";"-75.4475"
"Palestina";"475";"17524";"5.0519";"-75.1842"
"Pensilvania";"475";"17541";"5.3811";"-75.0983"
"Riosucio";"475";"17614";"5.4267";"-75.6083"
"Risaralda";"475";"17616";"5.1667";"-75.7500"
"Salamina";"475";"17653";"5.4142";"-75.4942"
"Samaná";"475";"17662";"5.4325";"-74.6667"
"San José";"475";"17665";"5.3494";"-75.0289"
"Supía";"475";"17777";"5.4547";"-75.7622"
"Victoria";"475";"17867";"5.2756";"-74.8922"
"Villamaría";"475";"17873";"5.0342";"-75.5200"
"Viterbo";"475";"17877";"5.0625";"-75.8806"
"Florencia";"476";"18001";"1.6144";"-75.6062"
"Albania";"476";"18029";"1.1875";"-75.8625"
"Belén De Los Andaquíes";"476";"18094";"1.9492";"-75.8683"
"Cartagena Del Chairá";"476";"18150";"1.335";"-74.841"
"Curillo";"476";"18205";"1.032";"-75.898"
"El Doncello";"476";"18247";"1.673";"-75.266"
"El Paujíl";"476";"18256";"1.596";"-75.935"
"La Montañita";"476";"18410";"0.613";"-75.443"
"Milán";"476";"18460";"1.292";"-75.601"
"Morelia";"476";"18479";"1.271";"-75.784"
"Puerto Rico";"476";"18592";"1.914";"-75.15"
"San José Del Fragua";"476";"18610";"1.162";"-75.783"
"San Vicente Del Caguán";"476";"18753";"2.151";"-74.785"
"Solano";"476";"18756";"0.701";"-75.899"
"Solita";"476";"18785";"0.951";"-75.619"
"Valparaíso";"476";"18860";"1.190";"-75.340"
"Yopal";"477";"85001";"5.341";"-72.395"
"Aguazul";"477";"85010";"5.168";"-72.556"
"Chámeza";"477";"85015";"5.212";"-72.690"
"Hato Corozal";"477";"85125";"6.021";"-71.742"
"La Salina";"477";"85136";"6.061";"-72.503"
"Maní";"477";"85139";"4.813";"-71.885"
"Monterrey";"477";"85162";"4.856";"-72.888"
"Nunchía";"477";"85225";"5.628";"-71.000"
"Orocué";"477";"85230";"4.791";"-71.335"
"Paz De Ariporo";"477";"85250";"5.756";"-71.886"
"Pore";"477";"85263";"5.715";"-71.988"
"Recetor";"477";"85279";"5.495";"-72.264"
"Sabanalarga";"477";"85300";"4.918";"-71.875"
"Sácama";"477";"85315";"6.152";"-72.239"
