"ciudad";"idprovincia";"codeid";"latitude";"longitude"
"Génova";"492";"63302";"4.1494";"-75.8258"
"La Tebaida";"492";"63401";"4.4522";"-75.7919"
"Montenegro";"492";"63470";"4.5658";"-75.7586"
"Pijao";"492";"63548";"4.3306";"-75.6739"
"Quimbaya";"492";"63594";"4.6347";"-75.7656"
"Salento";"492";"63690";"4.6364";"-75.5706"
"Pereira";"493";"66001";"4.8086";"-75.6903"
"Apía";"493";"66045";"5.1097";"-75.9619"
"Balboa";"493";"66075";"4.9769";"-75.9294"
"Belén De Umbría";"493";"66088";"5.2089";"-75.8686"
"San Andrés";"494";"88001";"12.5567";"-81.7183"
"Providencia";"494";"88564";"13.3789";"-81.3606"
"Bucaramanga";"495";"68001";"7.1254";"-73.1198"
"Aguada";"495";"68013";"6.0425";"-73.4725"
"Albania";"495";"68020";"5.9569";"-73.8644"
"Aratoca";"495";"68051";"6.8403";"-73.0714"
"Barbosa";"495";"68077";"6.8200";"-73.3264"
"Barichara";"495";"68079";"6.6358";"-73.2250"
"Barrancabermeja";"495";"68081";"7.0653";"-73.8547"
"Betulia";"495";"68092";"6.1347";"-73.4764"
"Bolívar";"495";"68101";"6.2047";"-74.5628"
"Cabrera";"495";"68121";"6.2744";"-73.2056"
"California";"495";"68132";"7.8833";"-72.8833"
"Capitanejo";"495";"68147";"6.6042";"-72.9628"
"Carcasí";"495";"68152";"6.5650";"-72.7403"
"Cepitá";"495";"68160";"6.5711";"-73.4658"
"Cerrito";"495";"68162";"6.5767";"-73.4456"
"Charalá";"495";"68167";"6.2897";"-73.1678"
"Charta";"495";"68169";"6.8567";"-73.2833"
"Chima";"495";"68176";"6.3100";"-73.1425"
"Chipatá";"495";"68179";"6.2694";"-73.3514"
"Cimitarra";"495";"68190";"6.3422";"-73.6558"
"Concepción";"495";"68207";"6.3933";"-73.2436"
"Confines";"495";"68209";"6.3150";"-73.0900"
"Contratación";"495";"68211";"6.3117";"-73.1972"
"Coromoro";"495";"68217";"6.4167";"-73.3000"
"Curití";"495";"68229";"6.5242";"-73.2186"
"El Carmen De Chucurí";"495";"68235";"6.6000";"-73.8750"
"El Guacamayo";"495";"68245";"6.4167";"-73.5000"
"El Peñón";"495";"68250";"6.0394";"-73.2242"
"El Playón";"495";"68255";"6.4722";"-73.1558"
"Encino";"495";"68264";"6.1558";"-74.6292"
"Enciso";"495";"68266";"6.4172";"-72.7189"
"Florián";"495";"68271";"5.9064";"-73.6828"
"Floridablanca";"495";"68276";"7.0539";"-73.0867"
"Galán";"495";"68296";"6.6569";"-73.3192"
"Gámbita";"495";"68298";"6.1653";"-73.4825"
"Girón";"495";"68307";"7.0700";"-73.1697"
"Guaca";"495";"68318";"6.7547";"-73.3064"
"Guadalupe";"495";"68320";"6.2347";"-73.5164"
"Guapotá";"495";"68322";"6.2636";"-72.9542"
"Guavatá";"495";"68324";"6.3386";"-73.2683"
"Güepsa";"495";"68327";"6.0592";"-73.5214"
"Hato";"495";"68344";"6.5208";"-73.0372"
"Jesús María";"495";"68368";"6.3658";"-73.4467"
"Jordán";"495";"68370";"6.6922";"-73.3603"
"La Belleza";"495";"68377";"6.3078";"-73.5533"
"Landázuri";"495";"68385";"6.2056";"-73.7700"
"La Paz";"495";"68397";"5.9722";"-73.6208"
"Lebrija";"495";"68406";"7.1294";"-73.2461"
"Los Santos";"495";"68418";"6.7383";"-73.2083"
"Macaravita";"495";"68425";"6.8561";"-72.6464"
"Málaga";"495";"68432";"6.7006";"-72.9706"
"Matanza";"495";"68444";"6.2289";"-73.1189"
"Mogotes";"495";"68464";"6.4794";"-72.9425"
"Molagavita";"495";"68468";"6.5464";"-72.8419"
"Ocamonte";"495";"68498";"6.5097";"-73.0661"
"Oiba";"495";"68500";"6.2719";"-73.1786"
"Onzaga";"495";"68502";"6.3053";"-72.8183"
"Palmar";"495";"68522";"6.5494";"-73.5306"
"Palmas Del Socorro";"495";"68524";"6.5261";"-73.0297"
"Páramo";"495";"68533";"6.6656";"-72.6533"
"Piedecuesta";"495";"68547";"6.9986";"-73.0489"
"Pinchote";"495";"68549";"6.5881";"-73.1644"
"Puente Nacional";"495";"68572";"5.8750";"-73.5336"
"Puerto Parra";"495";"68573";"6.6567";"-73.5297"
"Puerto Wilches";"495";"68575";"7.3922";"-73.8822"
"Rionegro";"495";"68615";"6.1556";"-73.2533"
"Sabana De Torres";"495";"68655";"7.3911";"-73.4911"
"San Andrés";"495";"68669";"12.5567";"-81.7182"
"San Benito";"495";"68673";"6.0672";"-73.3944"
"San Gil";"495";"68679";"6.5569";"-73.1361"
"San Joaquín";"495";"68682";"6.5031";"-73.3331"
"San José De Miranda";"495";"68684";"6.6467";"-73.0336"
"San Miguel";"495";"68686";"6.1817";"-72.8894"
"San Vicente De Chucurí";"495";"68689";"6.8917";"-73.1975"
"Santa Bárbara";"495";"68705";"5.8742";"-73.4561"
"Santa Helena Del Opón";"495";"68720";"6.0992";"-73.1928"
"Simacota";"495";"68745";"6.2911";"-73.2853"
"Socorro";"495";"68755";"6.4681";"-73.2692"
"Suaita";"495";"68770";"6.1981";"-73.4414"
"Sucre";"495";"68773";"8.8114";"-74.7214"
"Suratá";"495";"68780";"7.3325";"-72.7169"
"Tona";"495";"68820";"6.2872";"-72.9658"
"Valle De San José";"495";"68855";"6.4411";"-73.2694"
"Vélez";"495";"68861";"6.0022";"-73.6925"
"Vetas";"495";"68867";"7.2167";"-72.9667"
"Villanueva";"495";"68872";"10.4422";"-73.2403"
"Zapatoca";"495";"68895";"6.8139";"-73.3167"
"Sincelejo";"496";"70001";"9.3047";"-75.3978"
"Buenavista";"496";"70110";"8.0250";"-75.9736"
"Caimito";"496";"70124";"8.9372";"-75.1411"
"Colosó";"496";"70204";"9.5175";"-75.2725"
"Corozal";"496";"70215";"9.3181";"-75.2942"
"Coveñas";"496";"70221";"9.3956";"-75.6697"
"Chalán";"496";"70230";"9.5494";"-75.2497"
"El Roble";"496";"70233";"9.0475";"-75.6608"
"Galeras";"496";"70235";"9.1897";"-74.7428"
"Guaranda";"496";"70265";"8.2875";"-74.7125"
"La Unión";"496";"70400";"8.3167";"-75.0833"
"Los Palmitos";"496";"70418";"9.3833";"-75.1667"
"Majagual";"496";"70429";"8.7883";"-74.2411"
"Morroa";"496";"70473";"9.5025";"-75.1717"
"Ovejas";"496";"70508";"9.5142";"-75.1647"
"Palmito";"496";"70523";"9.2436";"-75.2372"
"Sampués";"496";"70670";"9.1706";"-75.4000"
"San Benito Abad";"496";"70678";"8.9442";"-75.0306"
"San Juan De Betulia";"496";"70702";"9.1628";"-75.0133"
"San Marcos";"496";"70708";"8.6533";"-75.1422"
"San Onofre";"496";"70713";"9.7483";"-75.5258"
"San Pedro";"496";"70717";"9.2797";"-75.2283"
"San Luis De Sincé";"496";"70742";"9.0508";"-75.3844"
"Sucre";"496";"70771";"8.8131";"-75.7272"
"Santiago De Tolú";"496";"70820";"9.5225";"-75.5733"
"Tolú Viejo";"496";"70823";"9.5092";"-75.6117"
"Ibagué";"497";"73001";"4.4389";"-75.2322"
"Alpujarra";"497";"73024";"4.6833";"-75.3167"
"Alvarado";"497";"73026";"4.7342";"-74.8783"
"Ambalema";"497";"73030";"4.8544";"-74.8883"
"Anzoátegui";"497";"73043";"4.6283";"-75.3211"
"Armero";"497";"73055";"5.0400";"-74.9075"
"Ataco";"497";"73067";"4.2425";"-75.6461"
"Cajamarca";"497";"73124";"4.4281";"-75.4228"
"Carmen De Apicalá";"497";"73148";"4.1594";"-74.7378"
"Casabianca";"497";"73152";"5.0303";"-75.0625"
"Chaparral";"497";"73168";"3.6961";"-75.4806"
"Coello";"497";"73200";"4.2331";"-75.1214"
"Coyaima";"497";"73217";"3.7272";"-75.2036"
"Cunday";"497";"73226";"4.0944";"-74.7878"
"Dolores";"497";"73236";"3.5397";"-74.9372"
"Espinal";"497";"73268";"4.1514";"-74.8967"
"Falan";"497";"73270";"5.0733";"-74.9300"
"Flandes";"497";"73275";"4.3000";"-74.9000"
"Fresno";"497";"73283";"5.1481";"-75.1633"
"Guamo";"497";"73319";"4.0333";"-74.9667"
"Herveo";"497";"73347";"5.1003";"-75.1067"
"Honda";"497";"73349";"5.1911";"-74.7414"
"Icononzo";"497";"73352";"4.1483";"-74.6500"
"Lérida";"497";"73408";"4.8700";"-74.9300"
"Líbano";"497";"73411";"4.9128";"-75.0394"
"San Sebastián De Mariquita";"497";"73443";"5.2011";"-74.8889"
"Melgar";"497";"73449";"4.2025";"-74.6167"
"Murillo";"497";"73461";"5.2500";"-75.0167"
"Natagaima";"497";"73483";"3.6158";"-75.1867"
"Ortega";"497";"73504";"3.9764";"-75.2431"
"Palocabildo";"497";"73520";"5.0481";"-75.0811"
"Piedras";"497";"73547";"4.8689";"-74.9028"
"Planadas";"497";"73555";"3.0244";"-75.6942"
"Prado";"497";"73563";"3.7217";"-74.9322"
"Purificación";"497";"73585";"3.8478";"-74.6817"
"Rioblanco";"497";"73616";"3.5231";"-75.1664"
"Roncesvalles";"497";"73622";"4.0031";"-75.6092"
"Rovira";"497";"73624";"4.2383";"-75.3225"
"Saldaña";"497";"73671";"3.9167";"-75.0344"
"San Antonio";"497";"73675";"3.9778";"-75.1503"
"San Luis";"497";"73678";"4.0425";"-74.9564"
"Santa Isabel";"497";"73686";"4.9589";"-75.1008"
"Suárez";"497";"73770";"4.0256";"-74.9225"
"Valle De San Juan";"497";"73854";"3.6931";"-75.0356"
"Venadillo";"497";"73861";"4.8911";"-74.8872"
"Villahermosa";"497";"73870";"3.5039";"-75.2286"
"Villarrica";"497";"73873";"3.9406";"-75.3169"
"Florida";"498";"76275";"3.3294";"-76.2308"
"Ginebra";"498";"76306";"3.7458";"-76.2778"
"Guacarí";"498";"76318";"3.7589";"-76.2964"
"Jamundí";"498";"76364";"3.2333";"-76.6333"
"La Cumbre";"498";"76377";"3.7028";"-76.5964"
"La Unión";"498";"76400";"5.9375";"-75.3703"
"La Victoria";"498";"76403";"6.2242";"-75.3042"
"Obando";"498";"76497";"3.1500";"-76.1667"
"Palmira";"498";"76520";"3.5394";"-76.3036"
"Pradera";"498";"76563";"3.4214";"-76.2442"
"Restrepo";"498";"76606";"3.7944";"-76.3314"
"Riofrío";"498";"76616";"4.1622";"-76.2586"
"Roldanillo";"498";"76622";"4.4125";"-76.1550"
"San Pedro";"498";"76670";"5.1867";"-73.5536"
"Sevilla";"498";"76736";"4.2681";"-75.9392"
"Toro";"498";"76823";"1.0375";"-77.3625"
"Trujillo";"498";"76828";"4.2175";"-76.3361"
"Tuluá";"498";"76834";"4.0847";"-76.1958"
"Ulloa";"498";"76845";"4.6542";"-75.8500"
"Versalles";"498";"76863";"4.6383";"-76.0392"
"Vijes";"498";"76869";"3.6908";"-76.4442"
"Yotoco";"498";"76890";"3.8567";"-76.3697"
"Yumbo";"498";"76892";"3.5658";"-76.4953"
"Zarzal";"498";"76895";"4.3975";"-76.0733"
"Cali";"498";"76001";"3.4516";"-76.5320"
"Alcalá";"498";"76020";"4.6747";"-75.7761"
"Andalucía";"498";"76036";"4.1681";"-75.8753"
"Ansermanuevo";"498";"76041";"4.8128";"-75.9925"
"Argelia";"498";"76054";"4.7383";"-76.1908"
"Bolívar";"498";"76100";"1.8828";"-76.0469"
"Buenaventura";"498";"76109";"3.8817";"-77.0311"
"Guadalajara De Buga";"498";"76111";"3.9008";"-76.3025"
"Bugalagrande";"498";"76113";"4.0750";"-76.1083"
"Caicedonia";"498";"76122";"4.3339";"-75.7661"
"Calima";"498";"76126";"4.8950";"-76.1661"
"Candelaria";"498";"76130";"3.4067";"-76.3597"
"Cartago";"498";"76147";"4.7456";"-75.9117"
"Dagua";"498";"76233";"3.6511";"-76.6931"
"El Águila";"498";"76243";"4.7119";"-76.2208"
"El Cairo";"498";"76246";"4.9328";"-75.1675"
"El Cerrito";"498";"76248";"3.7247";"-76.1239"
"El Dovio";"498";"76250";"4.6344";"-76.2025"
"Mitú";"499";"97001";"1.1983";"-70.1736"
"Carurú";"499";"97161";"1.8875";"-69.7833"
"Pacoa";"499";"97511";"0.2017";"-69.5969"
"Taraira";"499";"97666";"0.7681";"-69.5814"
"Papunahua";"499";"97777";"-4.4250";"-70.0708"
"Yavaraté";"499";"97889";"-0.9633";"-70.1167"
"Puerto Carreño";"500";"99001";"6.1842";"-67.4856"
"La Primavera";"500";"99524";"5.4733";"-69.7483"
"Santa Rosalía";"500";"99624";"4.7325";"-71.3667"
"Cumaribo";"500";"99773";"4.4400";"-69.5100"
"Dosquebradas";"493";"66170";"4.8343";"-75.6721"
"Guática";"493";"66318";"5.3954";"-75.7535"
"La Celia";"493";"66383";"4.9635";"-75.7986"
"La Virginia";"493";"66400";"4.9174";"-75.9084"
"Marsella";"493";"66440";"4.9341";"-75.8033"
"Mistrató";"493";"66456";"5.2940";"-76.1211"
"Pueblo Rico";"493";"66572";"5.2193";"-76.0414"
"Quinchía";"493";"66594";"5.3381";"-75.8195"
"Santa Rosa De Cabal";"493";"66682";"4.8674";"-75.6224"
"Santuario";"493";"66687";"5.0627";"-75.7320"
